destacado,ccaa,provincia,municipio,mostrar,id,nombre,codigo_ine,titularidad,doble_titu,fin,uso,descripcion,direccion,latitud,longitud,coor_google,foto_1,fuente_1,foto_2,fuente_2,foto_3,fuente_3,participante,anadido
,Región de Murcia,Región de Murcia,Nonihay (Aledo),false,3000601,Monte Aledo Resort,30006,Privada,false,Comercial/ocio,Sin uso,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. <a href=""https://www.laverdad.es/murcia/20100507/local/comarcas/gobierno-regional-descarta-recurrir-201005071425.html"" target=""_blank""><i>La Verdad</i></a> informaba en 2010 de que la construcción de la urbanización Monte Aledo Resort se paralizó al aceptar el recurso de una empresa constructora que denunció al Ayuntamiento y al Gobierno regional por un presunto trato discriminatorio en la adjudicación. Desde el Ayuntamiento confirman que el complejo se encuentra ahora en manos de un fondo de inversión. Las imágenes en Google Maps no permiten acercarse más a la zona en la que estaba planificado el proyecto y desde el consistorio recuerdan que tan solo se realizaron movimientos de tierras, difíciles de ver a simple vista.","C-21, 30859",37.7825714,-1.5959742,"https://www.google.com/maps/@37.7843217,-1.5998451,3a,23.3y,111.54h,87.98t/data=!3m6!1e1!3m4!1s1tnDuTFQ9IKbLha-1V1erw!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Región de Murcia,Región de Murcia,Torre-Pacheco,true,3003701,Museo de Paleontología y de la Evolución Humana,30037,Pública,false,Otros,Sin uso,"Pese a las reseñas que se pueden leer en Google, fuentes del Ayuntamiento de Torre-Pacheco confirman que el edificio está sin acabar y que aún no ha sido abierto al público. El proyecto comenzó en 2007-2008 con una subvención de ocho millones de euros (financiados por la Región de Murcia) para albergar el que iba a ser el Museo de Paleontología y de la Evolución Humana para toda la comunidad. Según explican desde el consistorio, el museo está desubicado y de espaldas al yacimiento de la Sima de las Palomas, ""el más importante de todo el arco mediterráneo si hablamos de neandertales"" y el origen de su creación. Las obras se paralizaron en 2014-2015 por falta de financiación y <a href=""https://twitter.com/TPacheco_Ayto/status/1399654373471498246"" target=""_blank"">no hay fecha para retormarlas</a>. Uno de los principales motivos para no hacerlo reside en que no se ha abordado quién se ocupará de su gestión tras acabarlas, ya que la Región decidió cambiar unilateralmente la titularidad del museo a una municipal y el Ayuntamiento de Torre-Pacheco alega que no puede hacer frente a los gastos para acabarlo (unos cinco millones de euros) y mantenerlo (otro millón al año).",30592,37.8062135,-0.8896339,"https://www.google.com/maps/@37.8062135,-0.8896339,3a,75y,357.81h,100.97t/data=!3m6!1e1!3m4!1s7rZ-aHcW4gYBB9uHR4xmfg!2e0!7i13312!8i6656?hl=es-ES&entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/torrepacheco_1.jpg,Ayuntamiento Torre-Pacheco,https://rtve.es/contenidos/fotos/datos/2023/hormigon/torrepacheco_12.jpg,Ayuntamiento Torre-Pacheco,https://rtve.es/contenidos/fotos/datos/2023/hormigon/torrepacheco_13.jpg,Ayuntamiento Torre-Pacheco,Tomás Vidal,08/06/2023
,Comunidad Valenciana,Valencia,Valencia,true,4625001,Nuevo Mestalla,46250,Privada,false,Deportivo,Sin uso,"Desde 2009, las obras del Nuevo Mestalla han sufrido idas y venidas. En <i>rtve.es</i> contamos que se preveía que <a href=""https://www.rtve.es/deportes/20091228/valencia-reanudara-obras-del-nuevo-estadio-mestalla-despues-casi-ano/308388.shtml"" target=""_blank"">el estadio estaría acabado en 2011</a>, <a href=""https://www.rtve.es/deportes/20111213/nuevo-mestalla-estara-listo-dos-anos/481664.shtml"" target=""_blank"">luego en 2013</a>, y así han pasado diez años, tal y como revelan las imágenes de Google Maps, de marzo de 2023. Continúan aún las conversaciones entre el Ayuntamiento de Valencia y el Valencia CF para acercar posturas y finalizar las obras, tal y como explican <a href=""https://www.valenciacf.com/es/article/es-solis-con-el-nuevo-mestalla-no-pedimos-rebajas-pedimos-que-el-ayuntamiento-de-valencia-tenga-ganas-de-finalizar-el-estadio-2023-03-30"" target=""_blank"">desde el propio club</a>.","Avenida de las Cortes Valencianas, 46015",39.490192,-0.398799,"https://www.google.com/maps/@39.490192,-0.398799,3a,75y,109.36h,91.81t/data=!3m6!1e1!3m4!1sq8Y5jm498PibGvqpuotr-A!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/valencia_1.jpg,Alejandro Mínguez,https://rtve.es/contenidos/fotos/datos/2023/hormigon/valencia_12.jpg,José Manuel Pina,https://rtve.es/contenidos/fotos/datos/2023/hormigon/valencia_13.jpg,Alejandro Mínguez,DatosRTVE,Previo al lanzamiento del proyecto
,Galicia,Lugo,Lugo,true,2702801,O Garañón,27028,Privada,false,Residencial,Sin uso,"Conocido como O Garañón, tiene orden de demolición desde diciembre de 2022. La empresa viguesa Xestión Ambiental de Contratas será encargada de demolerlo, después de que se haya dado vía libre para ello, según <a href=""https://www.europapress.es/galicia/noticia-juzgado-da-via-libre-derribo-garanon-lugo-pocas-horas-despues-ordenar-paralizacion-20230425185033.html"" target=""_blank"">informaba <i>Europa Press</i></a> a finales de abril de 2023. A mediados de junio llegó la 'megaexcadora' que ha iniciado los trabajos de derribo. No hay fecha clara de cuándo finalizarán los trabajos, aunque todo apunta a que se alargará hasta el mes de julio, <a href=""https://www.elprogreso.es/articulo/lugo/excavadora-que-tiro-ciudad-deportiva-real-madrid-ataca-garanon/202306151939581673755.html"" target=""_blank"">según apunta <i>El Progreso</i></a>.","Plaza de Avilés s/n, 27002",43.004440,-7.561869,"https://www.google.com/maps/@43.0043167,-7.5613337,3a,75y,98.33h,93.55t/data=!3m6!1e1!3m4!1s-gSWtFQ1-r7kd2gqCgNNSA!2e0!7i13312!8i6656?hl=es",https://rtve.es/contenidos/fotos/datos/2023/hormigon/lugo_1.jpg,Eliseo Trigo (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/lugo_12.jpg,Eliseo Trigo (EFE),,,Alejandro López,Previo al lanzamiento del proyecto
,Andalucía,Jaén,Jaén,true,2305001,Parque acuático en Jaén,23050,Privada,false,Comercial/ocio,Sin uso,"El proyecto se anunció en 2007 y ha pasado por varios nombres: Playa del Lagarto, Xtreme Park... Según detallan en <a href=""https://lacontradejaen.com/parque-acuatico-jaen/"" target=""_blank""><i>Lacontradejaen</i></a>, se destinaron casi nueve millones de euros (con cargo al Plan E de José Luis Rodríguez Zapatero) para construir un parque acuático y un centro comercial anexo. Tal y como explicaron en el programa de TVE <a href=""https://www.rtve.es/play/videos/repor/repor-restos-del-naufragio/4954310/"" target=""_blank""><i>Repor</i></a>, la situación actual es de expolio, destrozo y okupación; las imágenes más recientes son las de Google Maps, de agosto de 2022. Por el momento no hay más información por parte del Ayuntamiento de Jaén.",23006,37.7890132,-3.8299861,"https://www.google.com/maps/@37.7890132,-3.8299861,3a,75y,23.42h,80.17t/data=!3m7!1e1!3m5!1sZTeKGcA-WFqUpQDWZPBcpg!2e0!5s20220801T000000!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/jaen_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/jaen_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/jaen_13.jpg,,Repor (TVE),Previo al lanzamiento del proyecto
,Andalucía,Jaén,Jaén,true,2305001,Parque acuático en Jaén,23050,Privada,false,Deportivo,Sin uso,"El proyecto se anunció en 2007 y ha pasado por varios nombres: Playa del Lagarto, Xtreme Park... Según detallan en <a href=""https://lacontradejaen.com/parque-acuatico-jaen/"" target=""_blank""><i>Lacontradejaen</i></a>, se destinaron casi nueve millones de euros (con cargo al Plan E de José Luis Rodríguez Zapatero) para construir un parque acuático y un centro comercial anexo. Tal y como explicaron en el programa de TVE <a href=""https://www.rtve.es/play/videos/repor/repor-restos-del-naufragio/4954310/"" target=""_blank""><i>Repor</i></a>, la situación actual es de expolio, destrozo y okupación; las imágenes más recientes son las de Google Maps, de agosto de 2022. Por el momento no hay más información por parte del Ayuntamiento de Jaén.",23006,37.7890132,-3.8299861,"https://www.google.com/maps/@37.7890132,-3.8299861,3a,75y,23.42h,80.17t/data=!3m7!1e1!3m5!1sZTeKGcA-WFqUpQDWZPBcpg!2e0!5s20220801T000000!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/jaen_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/jaen_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/jaen_13.jpg,,Repor (TVE),Previo al lanzamiento del proyecto
,Extremadura,Badajoz,Badajoz,true,0601501,Piscina municipal,06015,Pública,false,Otros,Sin uso,"La construcción de una piscina municipal climatizada de Badajoz lleva tiempo parada. Gente de la zona cuenta que no se ve ninguna máquina trabajando, pese a que debía estar lista para febrero de 2023, según recogía <a href=""https://badajozdeportes.com/2022/02/18/avanzan-las-obras-de-la-piscina-olimpica-una-instalacion-acuatica-de-primer-orden/"" target=""_blank""><i>Badajoz Deportes</i></a> en 2022. Fuentes del PSOE de Badajoz afirman que el proyecto solo está acabado en un 30% y que todo se debe a una mala licitación. Desde el Ayuntamiento reconocen que la Unión de Empresas Temporales (UTE) responsable del proyecto ha pedido la rescisión del contrato, ya que una de ellas atraviesa dificultades económicas, pero que estarían intentando que la otra continúe en solitario con la obra, tal y como informa <a href=""https://lacronicadebadajoz.elperiodicoextremadura.com/la-cronica-de-badajoz/2022/12/21/ute-piscina-margen-derecha-badajoz-80265753.html"" target=""_blank""><i>La Crónica de Badajoz</i></a>. De no salir adelante, tanto la Junta como el consistorio tendrían que devolver el dinero invertido.","Avenida Adolfo Díaz Ambrona 7, 06006",38.8848511,-6.9820393,"https://www.google.com/maps/@38.8848511,-6.9820393,3a,90y,167.93h,72.17t/data=!3m6!1e1!3m4!1s2oqgyIvhZSTDbdjE7lWKUQ!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/badajoz_1.jpg,Juan Manuel Campos,https://rtve.es/contenidos/fotos/datos/2023/hormigon/badajoz_12.jpg,Juan Manuel Campos,,,Carmen Campos,Previo al lanzamiento del proyecto
,La Rioja,La Rioja,Sojuela,true,2614301,Polideportivo de Sojuela,26143,Pública,false,Deportivo,Sin uso,"En 2011, desde el <a href=""https://www.rtve.es/play/videos/informativo-telerioja/informativo-telerioja-10-10-11/1219823/"" target=""_blank""><i>Informativo Telerioja de TVE</i></a> informaban de que la construcción del polideportivo de Sojuela llevaba parada tres años. El coste de las obras alcanzaba ya los cuatro millones de euros, y se comentaba que haría falta un millón y medio más para finalizar el proyecto, que iba a contar con y piscina cubierta. Las imágenes de Google Maps, no van más allá de agosto de 2012, pero en 2017 <a href=""https://www.larioja.com/comarcas/201704/20/millones-reducidos-escombros-20170420095611.html"" target=""_blank""><i>LA RIOJA</i></a> confirmaba que el espacio seguía sin usarse.","LR-341, 26376",42.3660705,-2.5372896,"https://www.google.com/maps/@42.3660705,-2.5372896,3a,75y,21.12h,89.89t/data=!3m7!1e1!3m5!1sbmgVz7kl65ws17BrdOkfgQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DbmgVz7kl65ws17BrdOkfgQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D7.6895623%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,DatosRTVE,Previo al lanzamiento del proyecto
,Castilla y León,Burgos,Cardeñadijo,true,0907301,Polideportivo en Cardeñadijo,09073,Pública,false,Deportivo,Sin uso,"El polideportivo, junto con la casa consistorial y el centro de salud, fueron proyectados en 2003 por la UTE MD Proycon y la Promotora Santa Catalina en suelo cedido por el municipio. No obstante, el Ayuntamiento de Cardeñadijo nunca los recepcionó y no se llegaron a usar; varios cargos del consistorio fueron acusados de prevaricación y falsificación documental, aunque fueron absueltos. Finalmente, en marzo de 2023, han pasado a ser edificios públicos y serán reparados para darles un nuevo uso (<a href=""https://www.infoconcurso.com/2023/1666882-obras-de-reparacion-del-fronton-polideportivo-de-cardenadijo-1-a-fase"" target=""_blank"">en este enlace figuran los datos de licitación</a>), según explican desde <a href=""https://www.diariodeburgos.es/amp/noticia/z5a710fd9-d96d-9d96-31a034df4813f22f/202303/cardenadijo-reparara-tres-edificios-abandonados"" target=""_blank""><i>Diario de Burgos</i></a>. Las imágenes más recientes disponibles en Google Maps son de octubre de 2013.","Calle el Carmen, 09194",42.2987532,-3.6664554,"https://www.google.com/maps/@42.2987532,-3.6664554,3a,75y,247.23h,90t/data=!3m6!1e1!3m4!1sSACdt4z4YHWpH6rew_MuKg!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,A. B. P. V.,Previo al lanzamiento del proyecto
,Aragón,Zaragoza,La Muela,true,5018204,Polígono industrial Centrovía,50182,Privada,false,Residencial,Sin uso,"El polígono industrial Centrovía estuvo envuelto en la operación ""Molinos"", que condenó a la exalcaldesa de La Muela, María Victoria Pinilla, a 16 años de cárcel por corrupción, <a href=""https://www.rtve.es/noticias/20190703/exalcaldesa-muela-maria-victoria-pinilla-condenada-16-anos-carcel-corrupcion/1966161.shtml"" target=""_blank""> tal y como recogió <i>rtve.es</i></a>. Se promovía como un espacio “moderno y comprometido con el medioambiente”, <a href=""https://www.interempresas.net/Oficinas/Articulos/18896-Aranade-promueve-Muela-(Zaragoza)-parque-empresarial-moderno-comprometido-medioambiente.html"" target=""_blank"">según explicaba Interempresas</a>. El estado de abandono es palpable desde la autovía A-2.","Plaza Centro Vía, 50196",41.6022181,-1.0797995,"https://www.google.com/maps/@41.6017487,-1.0791347,3a,75y,318.16h,94.26t/data=!3m6!1e1!3m4!1suu49PD6ZF0Agj7lsnihY4g!2e0!7i16384!8i8192?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/lamuela_4.jpg,Antía Reino,,,,,DatosRTVE,16/06/2023
,Castilla y León,Segovia,Villacastín,true,4022501,Polígono industrial Valdeherrera de Villacastín,40225,Pública,true,Otros,Uso parcial,"Localizado gracias a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios y a José Pérez Cepa. Fue inaugurado en 2018 e impulsado por parte de la Junta de Castilla y León, según <a href=""https://www.eladelantado.com/provincia-de-segovia/villacastin-inaugura-poligono-valdeherrera/"" target=""_blank"">El Adelantado de Segovia</a> pero, en 2020, el 88% del espacio seguía vacío, como recogía <a href=""https://www.eldiasegovia.es/Noticia/z81434e23-fa68-bbbc-009ff7273afa8b9c/202010/El-88-del-Poligono-de-Villacastin-sigue-vacio-tras-dos-anos"" target=""_blank""><i>El Día de Segovia</i></a>. Las imágenes de Google Maps muestran su estado hasta abril de 2022 y una vecina de la zona confirma que hay mucho terreno vacío, sin construir.","Nacional N-VI, Polígono industrial Villacastín, 40150",40.7826822,-4.4214698,"https://www.google.com/maps/@40.7826822,-4.4214698,3a,75y,255.45h,84.63t/data=!3m6!1e1!3m4!1sLivnVLXJ8lfo7V6J34Xblg!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/villacastin_1.jpg,Juani Hidalgo,https://rtve.es/contenidos/fotos/datos/2023/hormigon/villacastin_12.jpg,Juani Hidalgo,https://rtve.es/contenidos/fotos/datos/2023/hormigon/villacastin_13.jpg,Juani Hidalgo,Cadáveres inmobiliarios / Jorge Pérez Cepa,Previo al lanzamiento del proyecto
,Castilla y León,Segovia,Villacastín,false,4022501,Polígono industrial Valdeherrera de Villacastín,40225,Privada,true,Otros,Uso parcial,"Localizado gracias a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios y a José Pérez Cepa. Fue inaugurado en 2018 e impulsado por parte de la Junta de Castilla y León, según <a href=""https://www.eladelantado.com/provincia-de-segovia/villacastin-inaugura-poligono-valdeherrera/"" target=""_blank"">El Adelantado de Segovia</a> pero, en 2020, el 88% del espacio seguía vacío, como recogía <a href=""https://www.eldiasegovia.es/Noticia/z81434e23-fa68-bbbc-009ff7273afa8b9c/202010/El-88-del-Poligono-de-Villacastin-sigue-vacio-tras-dos-anos"" target=""_blank""><i>El Día de Segovia</i></a>. Las imágenes de Google Maps muestran su estado hasta abril de 2022 y una vecina de la zona confirma que hay mucho terreno vacío, sin construir.","Nacional N-VI, Polígono industrial Villacastín, 40150",40.7826822,-4.4214698,"https://www.google.com/maps/@40.7826822,-4.4214698,3a,75y,255.45h,84.63t/data=!3m6!1e1!3m4!1sLivnVLXJ8lfo7V6J34Xblg!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/villacastin_1.jpg,Juani Hidalgo,https://rtve.es/contenidos/fotos/datos/2023/hormigon/villacastin_12.jpg,Juani Hidalgo,https://rtve.es/contenidos/fotos/datos/2023/hormigon/villacastin_13.jpg,Juani Hidalgo,Cadáveres inmobiliarios / Jorge Pérez Cepa,Previo al lanzamiento del proyecto
,Andalucía,Cádiz,Jerez de la Frontera,true,1102001,Promoción Jardines de Caulina,11020,Privada,false,Residencial,Sin uso,"Según informaba <a href=""https://www.diariodejerez.es/jerez/Buscan-promotora-acabar-bloques-Rochdale-marquesa_0_1335467008.html"" target=""_blank""><i>Diario de Jerez</i></a> en 2019, la promoción Jardines de Caulina, de la promotora Rochdale, está ubicacada en el sector Mirabal de la ciudad. ""En él se han proyectado 1.931 viviendas, de las que 724 deben ser de protección oficial (VPO). La obra inacabada era la primera de las construcciones previstas en este sector"". El Ayuntamiento, en 2021, ordenó el derribo de construcciones abandonadas, según se recoge en <a href=""https://andaluciainformacion.es/sanlucar/966311/el-ayuntamiento-de-jerez-ordena-el-derribo-de-construcciones-abandonadas/"" target=""_blank""><i>Andalucía Información</i>. No obstante, las imágenes de Google Maps, de agosto de 2022, revelan que siguen aún ahí.","Calle Castillo de Medina 99, 11405",36.6938784,-6.0933561,"https://www.google.com/maps/@36.6938784,-6.0933561,3a,33.7y,61.82h,88.63t/data=!3m6!1e1!3m4!1shT-7acMQ5ZwbRMiR669GJg!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/jerez_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/jerez_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/jerez_13.jpg,,Irene Fedriani,Previo al lanzamiento del proyecto
